chrome,C:\Program Files\Google\Chrome\Application\chrome.exe,05:18:55,Thursday
git-bash,C:\Program Files\Git\git-bash.exe,00:00:00,Thursday
devenv,C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe,00:00:06,Thursday
brave,C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe,00:03:26,Thursday
