git-bash,C:\Program Files\Git\git-bash.exe,00:00:00,Tuesday
chrome,C:\Program Files\Google\Chrome\Application\chrome.exe,00:00:00,Tuesday
brave,C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe,00:00:00,Tuesday
