git-bash,C:\Program Files\Git\git-bash.exe,00:00:00,Thursday
devenv,C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe,00:00:18,Thursday
brave,C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe,00:21:22,Thursday
Code,C:\Users\sonih\AppData\Local\Programs\Microsoft VS Code\Code.exe,00:00:00,Saturday
chrome,C:\Program Files\Google\Chrome\Application\chrome.exe,00:00:00,Wednesday
